959	C7	Clientele jangle dream borderline
960	OUT	rap
961	C5	Field Medic
962	X9	Pittsburgh shoegaze
963	OUT	jazzy R&B folk
964	C5	ambient folk songwriter
965	OUT	baroque art pop
966	OUT	King Gizzard rule
967	?	unknown honorable mention
968	OUT	jazz pop
969	OUT	rap
970	X5	orchestral chamber folk
971	C2	Bradshaw storytelling
972	X10	Protomartyr
973	OUT	ambient dub
974	?	unknown honorable mention
975	OUT	electronic
976	OUT	Squid
977	?	unknown honorable mention
978	V7	Childers
979	OUT	rap
980	X3	big-tent Americana soul
981	V10	Yo La Tengo borderline
982	?	unknown longlist band
983	OUT	synth drone
984	C3	Chicago alt-country band
985	OUT	art pop
986	?	unknown longlist songwriter
987	C3	New Orleans country songwriter
988	C5	Field Medic
989	OUT	rap
990	C7	Hunt
991	OUT	jazz
992	C7	Half Gringa
993	C8	Hataalii eerie Americana
994	?	unknown longlist band
995	?	unknown longlist band
996	C8	hushed banjo saw folk
997	OUT	Bolivian experimental
998	OUT	soul gospel
999	C8	Mess Esque hazy slow
1000	?	unknown longlist band
1001	OUT	avant sax
1002	OUT	jazz
1003	C7	Sullivan pop folk rock
1004	OUT	indie pop
1005	C7	Sharp Pins
1006	C7	Crutchfield sisters indie rock
1007	OUT	metal
1008	C7	Lorelei pop songs
1009	V7	Childers
1010	V8	Tyler named V8
